date,open,high,low,close,volume,bar_count,wap,has_gaps
20100610  10:00:00,19521.0,19570.0,19519.0,19562.0,0,102,0.0,0
20100610  10:00:30,19564.0,19570.0,19556.0,19563.0,0,43,0.0,0
20100610  10:01:00,19565.0,19580.0,19560.0,19579.0,0,21,0.0,0
20100610  10:01:30,19576.0,19589.0,19576.0,19587.0,0,20,0.0,0
20100610  10:02:00,19585.0,19597.0,19577.0,19591.0,0,33,0.0,0
20100610  10:02:30,19594.0,19596.0,19587.0,19590.0,0,15,0.0,0
20100610  10:03:00,19588.0,19604.0,19588.0,19604.0,0,8,0.0,0
20100610  10:03:30,19603.0,19603.0,19585.0,19587.0,0,23,0.0,0
20100610  10:04:00,19585.0,19588.0,19578.0,19585.0,0,28,0.0,0
20100610  10:04:30,19583.0,19583.0,19569.0,19570.0,0,14,0.0,0
20100610  10:05:00,19569.0,19576.0,19569.0,19571.0,0,16,0.0,0
20100610  10:05:30,19569.0,19575.0,19568.0,19572.0,0,13,0.0,0
20100610  10:06:00,19567.0,19572.0,19566.0,19568.0,0,7,0.0,0
20100610  10:06:30,19571.0,19577.0,19567.0,19577.0,0,14,0.0,0
20100610  10:07:00,19579.0,19586.0,19573.0,19586.0,0,14,0.0,0
20100610  10:07:30,19583.0,19585.0,19582.0,19583.0,0,7,0.0,0
20100610  10:08:00,19580.0,19584.0,19577.0,19577.0,0,12,0.0,0
20100610  10:08:30,19574.0,19577.0,19571.0,19575.0,0,6,0.0,0
20100610  10:09:00,19576.0,19587.0,19576.0,19585.0,0,7,0.0,0
20100610  10:09:30,19587.0,19601.0,19587.0,19600.0,0,16,0.0,0
20100610  10:10:00,19602.0,19613.0,19600.0,19613.0,0,14,0.0,0
20100610  10:10:30,19615.0,19615.0,19604.0,19608.0,0,12,0.0,0
20100610  10:11:00,19606.0,19608.0,19602.0,19605.0,0,11,0.0,0
20100610  10:11:30,19603.0,19618.0,19603.0,19616.0,0,20,0.0,0
20100610  10:12:00,19614.0,19619.0,19612.0,19615.0,0,9,0.0,0
20100610  10:12:30,19611.0,19615.0,19607.0,19607.0,0,9,0.0,0
20100610  10:13:00,19605.0,19609.0,19598.0,19598.0,0,6,0.0,0
20100610  10:13:30,19597.0,19600.0,19595.0,19595.0,0,9,0.0,0
20100610  10:14:00,19597.0,19597.0,19592.0,19595.0,0,11,0.0,0
20100610  10:14:30,19594.0,19594.0,19587.0,19588.0,0,12,0.0,0
20100610  10:15:00,19590.0,19591.0,19556.0,19556.0,0,28,0.0,0
20100610  10:15:30,19558.0,19561.0,19554.0,19560.0,0,11,0.0,0
20100610  10:16:00,19558.0,19562.0,19555.0,19562.0,0,7,0.0,0
20100610  10:16:30,19560.0,19564.0,19558.0,19564.0,0,10,0.0,0
20100610  10:17:00,19565.0,19568.0,19560.0,19565.0,0,7,0.0,0
20100610  10:17:30,19564.0,19574.0,19560.0,19574.0,0,12,0.0,0
20100610  10:18:00,19572.0,19573.0,19567.0,19572.0,0,10,0.0,0
20100610  10:18:30,19574.0,19574.0,19568.0,19571.0,0,10,0.0,0
20100610  10:19:00,19573.0,19574.0,19567.0,19569.0,0,15,0.0,0
20100610  10:19:30,19572.0,19572.0,19566.0,19569.0,0,8,0.0,0
20100610  10:20:00,19567.0,19568.0,19563.0,19563.0,0,9,0.0,0
20100610  10:20:30,19566.0,19566.0,19563.0,19563.0,0,6,0.0,0
20100610  10:21:00,19566.0,19566.0,19561.0,19561.0,0,5,0.0,0
20100610  10:21:30,19560.0,19566.0,19560.0,19566.0,0,6,0.0,0
20100610  10:22:00,19564.0,19566.0,19562.0,19566.0,0,4,0.0,0
20100610  10:22:30,19564.0,19574.0,19564.0,19574.0,0,6,0.0,0
20100610  10:23:00,19576.0,19583.0,19576.0,19583.0,0,9,0.0,0
20100610  10:23:30,19581.0,19585.0,19579.0,19583.0,0,12,0.0,0
20100610  10:24:00,19582.0,19592.0,19582.0,19584.0,0,13,0.0,0
20100610  10:24:30,19582.0,19588.0,19581.0,19586.0,0,6,0.0,0
20100610  10:25:00,19588.0,19588.0,19584.0,19586.0,0,6,0.0,0
20100610  10:25:30,19588.0,19591.0,19584.0,19585.0,0,9,0.0,0
20100610  10:26:00,19583.0,19583.0,19578.0,19582.0,0,11,0.0,0
20100610  10:26:30,19581.0,19583.0,19574.0,19575.0,0,15,0.0,0
20100610  10:27:00,19577.0,19577.0,19570.0,19572.0,0,5,0.0,0
20100610  10:27:30,19574.0,19574.0,19567.0,19567.0,0,11,0.0,0
20100610  10:28:00,19570.0,19570.0,19570.0,19570.0,0,1,0.0,0
20100610  10:28:30,19568.0,19574.0,19568.0,19574.0,0,6,0.0,0
20100610  10:29:00,19576.0,19579.0,19573.0,19573.0,0,4,0.0,0
20100610  10:29:30,19576.0,19576.0,19572.0,19576.0,0,7,0.0,0
20100610  10:30:00,19578.0,19583.0,19576.0,19579.0,0,7,0.0,0
20100610  10:30:30,19582.0,19584.0,19580.0,19583.0,0,5,0.0,0
20100610  10:31:00,19585.0,19587.0,19583.0,19585.0,0,5,0.0,0
20100610  10:31:30,19587.0,19592.0,19587.0,19591.0,0,5,0.0,0
20100610  10:32:00,19589.0,19611.0,19589.0,19609.0,0,17,0.0,0
20100610  10:32:30,19611.0,19613.0,19609.0,19611.0,0,7,0.0,0
20100610  10:33:00,19609.0,19616.0,19609.0,19610.0,0,7,0.0,0
20100610  10:33:30,19608.0,19618.0,19608.0,19614.0,0,7,0.0,0
20100610  10:34:00,19612.0,19614.0,19609.0,19613.0,0,6,0.0,0
20100610  10:34:30,19610.0,19610.0,19604.0,19607.0,0,6,0.0,0
20100610  10:35:00,19606.0,19609.0,19601.0,19609.0,0,12,0.0,0
20100610  10:35:30,19610.0,19610.0,19607.0,19607.0,0,5,0.0,0
20100610  10:36:00,19608.0,19608.0,19596.0,19596.0,0,6,0.0,0
20100610  10:36:30,19599.0,19601.0,19599.0,19601.0,0,2,0.0,0
20100610  10:37:00,19598.0,19601.0,19597.0,19599.0,0,11,0.0,0
20100610  10:37:30,19602.0,19604.0,19601.0,19602.0,0,7,0.0,0
20100610  10:38:00,19600.0,19600.0,19595.0,19596.0,0,5,0.0,0
20100610  10:38:30,19598.0,19600.0,19598.0,19600.0,0,2,0.0,0
20100610  10:39:00,19597.0,19598.0,19593.0,19593.0,0,7,0.0,0
20100610  10:39:30,19590.0,19596.0,19586.0,19586.0,0,13,0.0,0
20100610  10:40:00,19588.0,19588.0,19574.0,19574.0,0,9,0.0,0
20100610  10:40:30,19575.0,19576.0,19568.0,19568.0,0,9,0.0,0
20100610  10:41:00,19570.0,19570.0,19564.0,19564.0,0,6,0.0,0
20100610  10:41:30,19567.0,19572.0,19563.0,19569.0,0,11,0.0,0
20100610  10:42:00,19568.0,19570.0,19566.0,19567.0,0,5,0.0,0
20100610  10:42:30,19570.0,19573.0,19569.0,19569.0,0,4,0.0,0
20100610  10:43:00,19572.0,19572.0,19566.0,19566.0,0,4,0.0,0
20100610  10:43:30,19568.0,19573.0,19568.0,19570.0,0,5,0.0,0
20100610  10:44:00,19572.0,19575.0,19570.0,19575.0,0,4,0.0,0
20100610  10:44:30,19573.0,19577.0,19572.0,19572.0,0,7,0.0,0
20100610  10:45:00,19575.0,19578.0,19575.0,19578.0,0,6,0.0,0
20100610  10:45:30,19581.0,19583.0,19577.0,19577.0,0,7,0.0,0
20100610  10:46:00,19574.0,19575.0,19566.0,19566.0,0,9,0.0,0
20100610  10:46:30,19563.0,19563.0,19556.0,19556.0,0,7,0.0,0
20100610  10:47:00,19553.0,19558.0,19553.0,19553.0,0,6,0.0,0
20100610  10:47:30,19551.0,19557.0,19549.0,19557.0,0,6,0.0,0
20100610  10:48:00,19555.0,19559.0,19552.0,19558.0,0,10,0.0,0
20100610  10:48:30,19556.0,19556.0,19553.0,19555.0,0,10,0.0,0
20100610  10:49:00,19551.0,19555.0,19551.0,19551.0,0,5,0.0,0
20100610  10:49:30,19550.0,19555.0,19550.0,19552.0,0,8,0.0,0
20100610  10:50:00,19550.0,19551.0,19547.0,19547.0,0,5,0.0,0
20100610  10:50:30,19548.0,19557.0,19548.0,19552.0,0,10,0.0,0
20100610  10:51:00,19555.0,19568.0,19555.0,19567.0,0,8,0.0,0
20100610  10:51:30,19563.0,19563.0,19563.0,19563.0,0,1,0.0,0
20100610  10:52:00,19566.0,19566.0,19560.0,19565.0,0,9,0.0,0
20100610  10:52:30,19563.0,19570.0,19563.0,19570.0,0,8,0.0,0
20100610  10:53:00,19573.0,19575.0,19569.0,19569.0,0,7,0.0,0
20100610  10:53:30,19571.0,19573.0,19568.0,19570.0,0,9,0.0,0
20100610  10:54:00,19571.0,19573.0,19570.0,19573.0,0,3,0.0,0
20100610  10:54:30,19576.0,19583.0,19574.0,19583.0,0,6,0.0,0
20100610  10:55:00,19580.0,19581.0,19574.0,19575.0,0,7,0.0,0
20100610  10:55:30,19574.0,19577.0,19574.0,19574.0,0,4,0.0,0
20100610  10:56:00,19575.0,19575.0,19572.0,19574.0,0,4,0.0,0
20100610  10:56:30,19571.0,19577.0,19570.0,19577.0,0,6,0.0,0
20100610  10:57:00,19578.0,19582.0,19573.0,19579.0,0,9,0.0,0
20100610  10:57:30,19578.0,19579.0,19576.0,19576.0,0,8,0.0,0
20100610  10:58:00,19578.0,19578.0,19569.0,19569.0,0,10,0.0,0
20100610  10:58:30,19571.0,19572.0,19568.0,19568.0,0,4,0.0,0
20100610  10:59:00,19571.0,19573.0,19564.0,19564.0,0,12,0.0,0
20100610  10:59:30,19566.0,19570.0,19564.0,19566.0,0,8,0.0,0
20100610  11:00:00,19569.0,19571.0,19567.0,19567.0,0,8,0.0,0
20100610  11:00:30,19570.0,19573.0,19568.0,19568.0,0,4,0.0,0
20100610  11:01:00,19570.0,19570.0,19563.0,19563.0,0,7,0.0,0
20100610  11:01:30,19566.0,19566.0,19559.0,19559.0,0,6,0.0,0
20100610  11:02:00,19561.0,19568.0,19560.0,19566.0,0,11,0.0,0
20100610  11:02:30,19567.0,19574.0,19567.0,19571.0,0,8,0.0,0
20100610  11:03:00,19573.0,19573.0,19571.0,19571.0,0,2,0.0,0
20100610  11:03:30,19573.0,19577.0,19573.0,19575.0,0,4,0.0,0
20100610  11:04:00,19577.0,19579.0,19575.0,19579.0,0,6,0.0,0
20100610  11:04:30,19577.0,19581.0,19577.0,19580.0,0,6,0.0,0
20100610  11:05:00,19582.0,19586.0,19582.0,19586.0,0,5,0.0,0
20100610  11:05:30,19584.0,19586.0,19581.0,19586.0,0,7,0.0,0
20100610  11:06:00,19584.0,19584.0,19578.0,19582.0,0,6,0.0,0
20100610  11:06:30,19584.0,19586.0,19582.0,19586.0,0,5,0.0,0
20100610  11:07:00,19583.0,19583.0,19581.0,19581.0,0,2,0.0,0
20100610  11:07:30,19583.0,19583.0,19581.0,19583.0,0,3,0.0,0
20100610  11:08:00,19581.0,19586.0,19579.0,19584.0,0,8,0.0,0
20100610  11:08:30,19586.0,19593.0,19584.0,19590.0,0,7,0.0,0
20100610  11:09:00,19587.0,19590.0,19583.0,19588.0,0,9,0.0,0
20100610  11:09:30,19590.0,19590.0,19585.0,19585.0,0,5,0.0,0
20100610  11:10:00,19583.0,19596.0,19583.0,19594.0,0,8,0.0,0
20100610  11:10:30,19592.0,19596.0,19592.0,19594.0,0,5,0.0,0
20100610  11:11:00,19596.0,19597.0,19593.0,19595.0,0,6,0.0,0
20100610  11:11:30,19593.0,19598.0,19593.0,19595.0,0,5,0.0,0
20100610  11:12:00,19597.0,19597.0,19590.0,19594.0,0,6,0.0,0
20100610  11:12:30,19597.0,19598.0,19591.0,19593.0,0,7,0.0,0
20100610  11:13:00,19594.0,19596.0,19593.0,19594.0,0,6,0.0,0
20100610  11:13:30,19592.0,19594.0,19590.0,19590.0,0,4,0.0,0
20100610  11:14:00,19593.0,19595.0,19591.0,19592.0,0,6,0.0,0
20100610  11:14:30,19594.0,19600.0,19594.0,19596.0,0,12,0.0,0
20100610  11:15:00,19598.0,19598.0,19594.0,19594.0,0,4,0.0,0
20100610  11:15:30,19596.0,19600.0,19596.0,19598.0,0,4,0.0,0
20100610  11:16:00,19595.0,19598.0,19592.0,19595.0,0,8,0.0,0
20100610  11:16:30,19597.0,19604.0,19595.0,19604.0,0,12,0.0,0
20100610  11:17:00,19601.0,19606.0,19599.0,19601.0,0,9,0.0,0
20100610  11:17:30,19599.0,19599.0,19595.0,19597.0,0,4,0.0,0
20100610  11:18:00,19599.0,19601.0,19599.0,19599.0,0,3,0.0,0
20100610  11:18:30,19597.0,19612.0,19596.0,19611.0,0,13,0.0,0
20100610  11:19:00,19609.0,19609.0,19602.0,19602.0,0,6,0.0,0
20100610  11:19:30,19603.0,19609.0,19603.0,19609.0,0,4,0.0,0
20100610  11:20:00,19611.0,19619.0,19611.0,19619.0,0,7,0.0,0
20100610  11:20:30,19620.0,19632.0,19620.0,19629.0,0,8,0.0,0
20100610  11:21:00,19631.0,19639.0,19631.0,19636.0,0,6,0.0,0
20100610  11:21:30,19634.0,19640.0,19634.0,19638.0,0,5,0.0,0
20100610  11:22:00,19634.0,19641.0,19634.0,19639.0,0,5,0.0,0
20100610  11:22:30,19641.0,19646.0,19637.0,19637.0,0,11,0.0,0
20100610  11:23:00,19639.0,19639.0,19637.0,19637.0,0,2,0.0,0
20100610  11:23:30,19639.0,19639.0,19636.0,19636.0,0,6,0.0,0
20100610  11:24:00,19634.0,19637.0,19633.0,19633.0,0,4,0.0,0
20100610  11:24:30,19635.0,19638.0,19631.0,19631.0,0,9,0.0,0
20100610  11:25:00,19632.0,19637.0,19629.0,19634.0,0,6,0.0,0
20100610  11:25:30,19632.0,19640.0,19632.0,19639.0,0,7,0.0,0
20100610  11:26:00,19641.0,19645.0,19640.0,19640.0,0,5,0.0,0
20100610  11:26:30,19638.0,19639.0,19635.0,19639.0,0,4,0.0,0
20100610  11:27:00,19641.0,19646.0,19641.0,19646.0,0,5,0.0,0
20100610  11:27:30,19647.0,19655.0,19647.0,19650.0,0,7,0.0,0
20100610  11:28:00,19652.0,19653.0,19648.0,19649.0,0,10,0.0,0
20100610  11:28:30,19651.0,19654.0,19650.0,19654.0,0,8,0.0,0
20100610  11:29:00,19656.0,19656.0,19653.0,19656.0,0,4,0.0,0
20100610  11:29:30,19653.0,19658.0,19653.0,19658.0,0,5,0.0,0
